model,score_test,mean_squared_error,mean_absolute_error,pearsonr,root_mean_squared_error,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,-0.32676357233463155,-0.32676357233463155,-0.39708226400490465,0.8162410895746872,-0.5716323751631214,-0.33451233278038073,82.12248992919922,88.15631461143494,284.7498230934143,0.00602412223815918,0.00034689903259277344,0.19971179962158203,2,True,10
NeuralNetTorch_BAG_L1,-0.3618307895612336,-0.3618307895612336,-0.388049918223482,0.7956491766996783,-0.6015237231907263,-0.3406012856239936,18.993062496185303,18.570523977279663,116.58158230781555,18.993062496185303,18.570523977279663,116.58158230781555,1,True,8
NeuralNetFastAI_BAG_L1,-0.29231645795954,-0.29231645795954,-0.43601542553814476,0.8478807408831771,-0.5406629800157765,-0.3714679783161311,63.12340331077576,69.58544373512268,167.96852898597717,63.12340331077576,69.58544373512268,167.96852898597717,1,True,6
LightGBMXT_BAG_L1,-0.3200592913993689,-0.3200592913993689,-0.42339520766575633,0.8278642247574393,-0.5657378292101112,-0.3885668462957702,6.708856105804443,1.8067524433135986,131.97179436683655,6.708856105804443,1.8067524433135986,131.97179436683655,1,True,1
LightGBM_BAG_L1,-0.35912802542340894,-0.35912802542340894,-0.4584606418615349,0.8045217852293199,-0.5992729139744336,-0.40374782576357165,6.7976789474487305,2.0332720279693604,232.27779006958008,6.7976789474487305,2.0332720279693604,232.27779006958008,1,True,2
LightGBMLarge_BAG_L1,-0.3431096900855065,-0.3431096900855065,-0.45784072465664916,0.8163820597315169,-0.5857556573226643,-0.40463713845891736,7.613186597824097,2.4030160903930664,526.1091642379761,7.613186597824097,2.4030160903930664,526.1091642379761,1,True,9
CatBoost_BAG_L1,-0.34088703873314335,-0.34088703873314335,-0.45337358411210454,0.8247534175712852,-0.5838553234604814,-0.41064789620729336,12.839933395385742,13.482815504074097,1200.3095762729645,12.839933395385742,13.482815504074097,1200.3095762729645,1,True,4
XGBoost_BAG_L1,-0.3289646408553608,-0.3289646408553608,-0.4415923535512355,0.8166402399371518,-0.5735543922378773,-0.4303920180874471,4.102726936340332,1.9566810131072998,460.33154940605164,4.102726936340332,1.9566810131072998,460.33154940605164,1,True,7
ExtraTreesMSE_BAG_L1,-0.29995372551457056,-0.29995372551457056,-0.4086580929039414,0.8370912344810767,-0.547680313243566,-0.4344881023184879,0.15178751945495605,0.16681599617004395,1.2879555225372314,0.15178751945495605,0.16681599617004395,1.2879555225372314,1,True,5
RandomForestMSE_BAG_L1,-0.3449105226014232,-0.3449105226014232,-0.45449951223950896,0.8084870184163858,-0.5872908330643543,-0.44053855924344787,0.2754983901977539,0.1552135944366455,2.1865553855895996,0.2754983901977539,0.1552135944366455,2.1865553855895996,1,True,3
