model,score_test,mean_squared_error,mean_absolute_error,pearsonr,root_mean_squared_error,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
NeuralNetFastAI_BAG_L1,-0.21993293561632626,-0.21993293561632626,-0.3415964712097492,0.8475878303664129,-0.4689700796600208,-0.17633624552082344,6.706416845321655,5.582335472106934,23.66990375518799,6.706416845321655,5.582335472106934,23.66990375518799,1,True,6
WeightedEnsemble_L2,-0.16850416050951467,-0.16850416050951467,-0.259449890411539,0.8568201955467958,-0.4104925827704012,-0.1790529501884909,29.48129916191101,28.138421535491943,331.0874733924866,0.0030868053436279297,0.0003600120544433594,0.1529386043548584,2,True,10
NeuralNetTorch_BAG_L1,-0.17154009387705205,-0.17154009387705205,-0.25354268221614457,0.8544830240718789,-0.4141739898606044,-0.17976898699500055,25.863253355026245,26.680625915527344,244.07958102226257,25.863253355026245,26.680625915527344,244.07958102226257,1,True,8
XGBoost_BAG_L1,-0.1947645532556827,-0.1947645532556827,-0.32550010181050587,0.8349280520261885,-0.4413213718546641,-0.23239838404854674,3.6149590015411377,1.4574356079101562,86.85495376586914,3.6149590015411377,1.4574356079101562,86.85495376586914,1,True,7
LightGBMXT_BAG_L1,-0.19128122769197362,-0.19128122769197362,-0.30920736222822687,0.8564286657366987,-0.43735709402269174,-0.24211547649022108,6.619224786758423,1.4218156337738037,64.51872420310974,6.619224786758423,1.4218156337738037,64.51872420310974,1,True,1
ExtraTreesMSE_BAG_L1,-0.16036735956503614,-0.16036735956503614,-0.27153498103378104,0.8729335241799089,-0.4004589361782755,-0.253368364900241,0.1644303798675537,0.09615516662597656,1.3458659648895264,0.1644303798675537,0.09615516662597656,1.3458659648895264,1,True,5
LightGBM_BAG_L1,-0.20968261209410782,-0.20968261209410782,-0.32729982783504774,0.849482415932749,-0.45791113995414856,-0.2550492611594911,6.5245654582977295,1.39170503616333,74.16956067085266,6.5245654582977295,1.39170503616333,74.16956067085266,1,True,2
LightGBMLarge_BAG_L1,-0.1805477930602235,-0.1805477930602235,-0.3000964434181052,0.8553759701279885,-0.4249091585977213,-0.25846816223501884,8.375808715820312,1.8949055671691895,269.0227723121643,8.375808715820312,1.8949055671691895,269.0227723121643,1,True,9
CatBoost_BAG_L1,-0.2047782391310723,-0.2047782391310723,-0.3110344201497371,0.8592251194503736,-0.45252429673010075,-0.261733553706751,9.89232873916626,11.143210172653198,704.163036108017,9.89232873916626,11.143210172653198,704.163036108017,1,True,4
RandomForestMSE_BAG_L1,-0.15765312189891342,-0.15765312189891342,-0.27824318694833605,0.8765418866295185,-0.3970555652536725,-0.2731182070189087,0.15411686897277832,0.12244367599487305,1.6602914333343506,0.15411686897277832,0.12244367599487305,1.6602914333343506,1,True,3
